provincia,organizacion,nro_identificacion
CORDOBA,FUNDACION JOSE GABRIEL CONDORCANQUI,9725
CORDOBA,COOPERATIVA DE TRABAJO DE LA SALUD JUNIN LIMITADA,9723
CORDOBA,CLUB DE ABUELOS 9 DE JULIO DE VILLA NUEVA,9744
CORDOBA,MUNICIPALIDAD DE RIO DE LOS SAUCES,9647
CORDOBA,COOPERATIVA DE TRABAJO EL PANAL LIMITADA,9724
CORDOBA,CONSORCIO DE GESTION PARA EL DESARROLLO LOCAL DE PUNILLA,9597
CORDOBA,CENTRO DE FORMACION PARA LA INSERCION SOCIO LABORAL (C.E.F.I.S.),786
CORDOBA,MUNICIPALIDAD DE TANTI,9721
CORDOBA,COMUNA LA CAROLINA EL POTOSI,9646
CORDOBA,COMUNA DE LA POSTA,9873
CORDOBA,MUNICIPALIDAD DE LA CRUZ,9660
CORDOBA,ENTE INTERMUNICIPAL PARA EL DESARROLLO REGIONAL (E.N.I.N.D.E.R),9695
CORDOBA,COMUNA DE CHALACEA,9878
CORDOBA,COMUNA DE EL CHACHO,9872
CORDOBA,DIRECCION JURISDICCION ARCHIVO Y COMISION PROVINCIAL DE LA MEMORIA,9823
CORDOBA,COOPERATIVA INTEGRAL DE PROVISION DE SERVICIOS PUBLICOS VIVIENDA Y CONSUMO DE VILLA CARLOS PAZ LIMITADA,9986
CORDOBA,COMUNA DE LOS REARTES,9645
CORDOBA,FUNDACION AÑIL,9843
CORDOBA,RINCON DE LUZ,9844
CORDOBA,COMEDOR MIS POLLITOS,9890
CORDOBA,MUNICIPALIDAD DE VILLA CURA BROCHERO,9875
CORDOBA,MUNICIPALIDAD DE CAVANAGH,9644
CORDOBA,MUNICIPALIDAD DE JOSE DE LAS SALINAS,9874
CORDOBA,CLUB ATLETICO CURA BROCHERO,9876
CORDOBA,ASOCIACION CIVIL FORMAR,10088
CORDOBA,ASOCIACION CIVIL QUINCUNCE,10029
CORDOBA,COOPERATIVA DE VIVIENDA Y CONSUMO NUESTRO FUTURO LIMITADA,10028
CORDOBA,SABIA TIERRA - ASOCIACION CIVIL PARA LA PROMOCION DEL DESARROLLO INTEGRAL,10093
CORDOBA,COMUNA DE COPACABANA,10091
CORDOBA,COOPERATIVA DE TRABAJO SAN CARLOS LIMITADA,10265
CORDOBA,MUNICIPALIDAD DE ALEJANDRO ROCA,10089
CORDOBA,FUNDASOL,14026
CORDOBA,AGENCIA CORDOBA DEPORTES SOCIEDAD DE ECONOMIA MIXTA,10169
CORDOBA,"TRABAJO, DIGNIDAD Y CAMBIO SOCIAL",10264
CORDOBA,FAZENDA DA ESPERANCA - ARGENTINA - NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,10275
CORDOBA,ASOCIACION CIVIL PASITOS,10092
CORDOBA,SOCIEDAD BOMBEROS VOLUNTARIOS DE BELL VILLE,10541
CORDOBA,COMUNA DE LOS HOYOS,10535
CORDOBA,LOS CUERVOS RUGBY ASOCIACION CIVIL,10544
CORDOBA,COMUNA DE CHAÑAR VIEJO,10520
CORDOBA,SOCIEDAD DE BOMBEROS VOLUNTARIOS DE MORRISON,10539
CORDOBA,ASOCIACION CIVIL ENTRE MUCHOS ORGANISMOS SOCIALES - ACEMOS,10571
CORDOBA,COMUNA DE EUFRASIO LOZA,10570
CORDOBA,MUNICIPALIDAD DE GENERAL DEHEZA,10569
CORDOBA,COMUNA  CAPILLA DE LOS REMEDIOS,10537
CORDOBA,ASOCIACION CIVIL SEMILLA DEL SUR,10545
CORRIENTES,ORGANIZACION PARA EL DESARROLLO COMUNITARIO HEBRON - CORRIENTES,INACTIVO *
CORRIENTES,LA CHOZA CENTRO DE INICIATIVAS PARA EL DESARROLLO LOCAL                                             ,INACTIVO *
CORRIENTES,CARITAS ARQUIODESIS DE CORRIENTES - CORRIENTES,INACTIVO *
CORRIENTES,BIBLIOTECA POPULAR EVA PERON                                                                        ,INACTIVO *
CORRIENTES,FORO MULTISECTORIAL POR LA JUSTICIA,INACTIVO *
CORRIENTES,INSTITUTO BOLAÑOS PARA EL DESARROLLO REGIONAL,INACTIVO *
CORRIENTES,FUDACION VIRGEN DE LUJAN,INACTIVO *
CORRIENTES,ASOCIACION PARA LA INTEGRACION DE PERSONAS ESPECIALES. APIPE,INACTIVO *
CORRIENTES,SUBSECRETARIA DE ACCION SOCIAL,INACTIVO *
CORRIENTES,FUNDACION CAMAU ESPINOLA,INACTIVO *
CORRIENTES,SINDICATO DE VENDEDORES DE DIARIOS Y REVISTAS DE LA PROVINCIA DE CORRIENTES,INACTIVO *
CORRIENTES,ASOCIACION CIVIL LA AMISTAD,INACTIVO *
CORRIENTES,CENTRO INTEGRAL DE DESARROLLO COMUNITARIO - CIDECO -,1976
CORRIENTES,ASOCIACION MUTUAL TARAGUI PORA,1960
CORRIENTES,ASOCIACION BARRIO CAMBA CUA,2022
CORRIENTES,ASOCIACION DE DESARROLLO FAMILIAR,2406
CORRIENTES,ASOCIACION CIVIL JUAN XXIII,1961
CORRIENTES,GUARANI PORA                                                                                        ,2031
CORRIENTES,ASOCIACION DE MUTUAL DE DOCENTES CORRENTINOS,3138
CORRIENTES,CENTRO DE ESTUDIOS SAN JUAN,1926
CORRIENTES,FUNADACION CORRIENTES Y SU TRANSFORMACION,1962
CORRIENTES,INSTITUTO DE CULTURA POPULAR - IN.CU.PO,3300
CORRIENTES,ASOCIACION UNESCO CORRIENTES,4776
CORRIENTES,PEQUEÑO REBAÑO,3132
CORRIENTES,PARROQUIA SAN ROQUE,3128
CORRIENTES,CONSOLIDAR,2562
CORRIENTES,MADRE DE LA ESPERANZA,3140
CORRIENTES,MUNICIPALIDAD DE LA CIUDAD DE CORRIENTES,4839
CORRIENTES,MUNICIPALIDAD DE PERIUGORRIA,4865
CORRIENTES,ASOCIACION VECINAL GENERAL BELGRANO,3159
CORRIENTES,ASOCIACION MUTUAL CRECER,5595
CORRIENTES,FEDERACION DE ENTIDADES MUTUALES DE CORRIENTES,1864
CORRIENTES,MUNICIPALIDAD DE GOYA,3163
CORRIENTES,MISIONERAS ESCLAVAS DEL INMACULADO CORAZON DE MARIA,3126
CORRIENTES,FUNDAVAC FUNDACION PARA LA AYUDA DE VICTIMAS DE ACCIDENTES Y CATASTROFES,3156
CORRIENTES,CENTRO CEFERINO NAMUNCURA,3154
CORRIENTES,MUNICIPALIDAD DE MOCORETA,3166
CORRIENTES,ASOCIACION FEMENINA ARGENTINA CARMELITANA A.F.A.C.,3172
CORRIENTES,MUNICIPALIDAD DE CURUZU CUATIA,3170
CORRIENTES,FUNDACION DOLLY,3133
CORRIENTES,COMISION PUEBLITO DE BUENOS AIRES,3143
CORRIENTES,MUJERES SOLIDARIAS EN LUCHA,7224
CORRIENTES,MUNICIPALIDAD DE BELLA VISTA,8535
CORRIENTES,MUNICIPALIDAD DE LORETO,8765
CORRIENTES,MUNICIPALIDAD DE PEDRO R. FERNANDEZ,8806
CORRIENTES,MUNICIPALIDAD DE SAN COSME,8764
CORRIENTES,MUNICIPALIDAD DE EMPEDRADO,8763
CORRIENTES,MUNICIPALIDAD DE SAN LORENZO,8873
CORRIENTES,ASOCIACION MERCEDEÑA DE AYUDA AL SORDO (A.M.A.S.),3164
CORRIENTES,FUNDACION SER LIBRES,2077
CORRIENTES,MUNICIPALIDAD DE GARRUCHOS,9006
CORRIENTES,ÑANDE PO ASOCIACION ARTESANOS INDEPENDIENTES,2030
CORRIENTES,FEDERACION DE COOPERATIVAS AGROPECUARIAS DE CORRIENTES LIMITADA,9175
CORRIENTES,ASOCIACION DE LUCHA CONTRA EL CANCER (ALCEC) ,9165
CORRIENTES,COOPERATIVA AGROPECUARIA TARAGUI LIMITADA,9403
CORRIENTES,ESCUELA DE LA FAMILIA AGRICOLA RENACER,9443
CORRIENTES,CAPACITACION ASISTENCIAL RECREATIVA INTEGRAL DEL INFRADOTADO JESUS NAZARENO,3157
CORRIENTES,CRUZ ROJA ARGENTINA,1872
CORRIENTES,ASOCIACION CIVIL ASAMBLEA CIUDADANA POR LOS DERECHOS DE USUARIOS Y CONSUMIDORES DE LA PROVINCIA DE CORRIENTES,9620
CORRIENTES,ASOCIACION CORRENTINA DE DESARROLLO COMUNITARIO,9687
CORRIENTES,PARROQUIA NUESTRA SEÑORA DEL ROSARIO,9879
CORRIENTES,ASOCIACION PARA LA ASISTENCIA A LA COMUNIDAD,10012
CORRIENTES,MUNICIPALIDAD DE SAN LUIS DEL PALMAR,10013
CORRIENTES,ESPERANZA,10020
CORRIENTES,ASOCIACION RECONTRUYENDO VIDAS,10032
CORRIENTES,VIRGEN DE LA MERCED COMEDOR MONCHITO ARCE CARITAS SUCIAS,10008
CORRIENTES,UNION DE TRABAJADORES SANLUISEÑOS LIMITADA,10004
CORRIENTES,SANTA TERESITA DEL NIÑO JESUS,10018
CORRIENTES,UNION VECINAL RIO PARANA,10033
CORRIENTES,PADRE ROLDAN                                                                                        ,10015
CORRIENTES,CARITAS PARROQUIA NUESTRA SEÑORA DE ITATI                                                           ,10022
CORRIENTES,FUNDACION MARIA DE BELEN,9693
CORRIENTES,PARROQUIA JESUS MISERICORDIOSO                                                                      ,10027
CORRIENTES,SURSUM,9694
CORRIENTES,SAPUCAY                                                                                             ,10011
CORRIENTES,ASOCIACION CIVIL CONCIENCIA VERDE,10031
CORRIENTES,MUNICIPALIDAD DE SAN CARLOS,10314
CORRIENTES,ASOCIACION CIVIL SANTA LIBRADA,10310
CORRIENTES,CONSORCIO DE MICROCREDITOS PARA EL DESARROLLO DE CORRIENTES,10430
CORRIENTES,ASOCIACION CIVIL EMPRENDIMIENTOS SOLIDARIOS,10313
CORRIENTES,PLAN DE ASISTENCIA INTEGRAL AL NIÑO. FUNDACION DR HUGO GAUNA- JARDIN BOTANICO,10019
CORRIENTES,ASOCIACION CIVIL COMEDOR VILLA RAQUEL,10001
CORRIENTES,SIMPLE ASOCIACION SANTA MARTA                                                                                         ,10002
CORRIENTES,MUNICIPALIDAD DE PARADA PUCHETA,10517
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO CARRETERA DE LA CRUZ NOCTURNO                                        ,INACTIVO *
ENTRE RIOS,RENACER                                                                                             ,INACTIVO *
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO CABO SENDROS,INACTIVO *
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO GENERAL SAN MARTIN ,INACTIVO *
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO 128 VIVIENDAS,INACTIVO *
ENTRE RIOS,CONSEJO EMPRESARIO DE ENTRE RIOS - PARANA,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE SANTA ANITA,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE CONCEPCION DEL URUGUAY,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE CONCORDIA,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE GUALEGUAYCHU,INACTIVO *
ENTRE RIOS,ASAMBLEA DE PEQUEÑOS Y MEDIANOS EMPRESARIOS ASOCIACION CIVIL,INACTIVO *
ENTRE RIOS,CENTRO SOCIAL TIRO FEDERAL,INACTIVO *
ENTRE RIOS,AYUDANDO A CRECER,INACTIVO *
ENTRE RIOS,REDES PARA LA FAMILIA,INACTIVO *
ENTRE RIOS,"CONSEJO PROVINCIAL DEL NIÑO, EL ADOLESCENTE Y LA FAMILIA",INACTIVO *
ENTRE RIOS,COMEDOR COMUNITARIO MIGUELITO,INACTIVO *
ENTRE RIOS,CENTRO COMUNITARIO 25 DE MAYO,INACTIVO *
ENTRE RIOS,"FE, HONESTIDAD Y ESPERANZA",INACTIVO *
ENTRE RIOS,DCENTRO COMUNITARIO HIJOS DE MARIA (MADRE TERESA),INACTIVO *
ENTRE RIOS,CENTRO COMUNITARIO ILUSION,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE PARANA,INACTIVO *
ENTRE RIOS,C.A.N.A CENTRO AYUDA NIÑO AMINORADO,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE LOS CHARRUAS,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE SAUCE DE LUNA,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE ESTANCIA GRANDE,INACTIVO *
ENTRE RIOS,CLUB SOCIAL Y DEPORTIVO SANTA RITA,INACTIVO *
ENTRE RIOS,MUNICIPALIDAD DE SAN BENITO,INACTIVO *
ENTRE RIOS,COMISION VECINAL LA SANTIAGUEÑA,INACTIVO *
ENTRE RIOS,CLUB PROGRESO SOCIAL Y DEPORTIVO,INACTIVO *
ENTRE RIOS,ASOCIACION LA GLORIOSA,INACTIVO *
ENTRE RIOS,COOPERATIVA DE TRABAJO MANOS A LA OBRA LIMITADA,INACTIVO *
ENTRE RIOS,ASOCIACION AMIGOS,INACTIVO *
ENTRE RIOS,ASOCIACION AMBIENTALISTA ECOLAPAZ,INACTIVO *
ENTRE RIOS,ESPACIOS DE GUALEGUAY,INACTIVO *
ENTRE RIOS,ASOCIACION CONCORDIENSE DE AYUDA AL DIABETICO,INACTIVO *
ENTRE RIOS,ASOCIACION CIVIL CENTRO DE ESTUDIOS EL FUTURO TIENE HISTORIA,1589
ENTRE RIOS,FUNDACION INKA,1588
ENTRE RIOS,COMEDOR MALVINAS ARGENTINAS                                                             ,2072
ENTRE RIOS,CENTRO CRISTIANO PARA LA FAMILIA                                                                    ,2074
ENTRE RIOS,ASOCIACION DE VECINOS JUSTICIA SOCIAL                                                               ,1974
ENTRE RIOS,CLUB SOL NACIENTE,2036
ENTRE RIOS,COMEDOR LA ILUSION DE LOS GAUCHITOS,1957
ENTRE RIOS,PANCITA LLENA CORAZON CONTENTO,1995
ENTRE RIOS,ASOCIACION NICOLAS MARANGELLI,2019
ENTRE RIOS,COMISION VECINAL TOMA NUEVA,1972
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO TORONJAL                                                             ,2485
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO NEBEL SUR                                                            ,2490
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO HIPODROMO                                                            ,2575
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO EL PUENTECITO                                                        ,2493
ENTRE RIOS,PARROQUIA NUESTRA SEÑORA DE LOURDES                                                                 ,2570
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO OSVALDO MAGNASCO                                                     ,2491
ENTRE RIOS,ORIENTACION PARA LA JOVEN (OPJ),2511
ENTRE RIOS,ASOCIACION CLUB DE MADRES Y ABUELAS BARRIO BELGRANO NIETITO FUERTE,1996
ENTRE RIOS,CONGREGACION PARANÁ DE LA IGLESIA EVANGÉLICA DEL RÍO DE LA PLATA,2102
ENTRE RIOS,CENTRO BARRIAL 19 DE DICIEMBRE,2162
ENTRE RIOS,ASOCIACION CIVIL ALAS                                                                               ,1997
ENTRE RIOS,HOGAR DE NIÑOS JESÚS DE LA MISERICORDIA,2173
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO PRIMERO LOS GURISES                                                  ,2484
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO GRUTA DE LOURDES NOCTURNO                                            ,2471
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO LAVARDEN                                                             ,2418
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO SAN DIEGO                                                            ,2421
ENTRE RIOS,CLUB SOL NACIENTE                                                                                        ,2342
ENTRE RIOS,MUNICIPALIDAD DE DIAMANTE,2332
ENTRE RIOS,MUNICIPALIDAD DE PUERTO YERUA,2574
ENTRE RIOS,MUNICIPALIDAD DE GENERAL CAMPOS,2576
ENTRE RIOS,MUNICIPALIDAD DE CRESPO,2293
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO GURISITO,2481
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO UNIVERSIDAD,2483
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO SANTA CATALINA,2476
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO LOS PERIQUITOS,2548
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO 11 DE JUNIO,2486
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO SAN ANDRES,2487
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO CAPERUCITA,2577
ENTRE RIOS,MUNICIPALIDAD DE FEDERAL,2569
ENTRE RIOS,MUNICIPALIDAD DE HERNANDARIAS,2259
ENTRE RIOS,MUNICIPALIDAD DE SANTA ELENA - ENTRE RIOS,2344
ENTRE RIOS,MUNICIPALIDAD DE VIALE,2469
ENTRE RIOS,MUNICIPALIDAD DE VILLA URQUIZA,2331
ENTRE RIOS,MUNICIPALIDAD DE SANTA ANA,2567
ENTRE RIOS,MUNICIPALIDAD DE BOVRIL,2226
ENTRE RIOS,MUNCIPALIDAD DE LA PAZ,2258
ENTRE RIOS,MUNICIPALIDAD DE SAN SALVADOR,2495
ENTRE RIOS,MUNICIPALIDAD DE VILLA ALCARAZ,2181
ENTRE RIOS,MUNICIPALIDAD DE VICTORIA,2289
ENTRE RIOS,MUNICIPALIDAD DE SAN JOSE DE FELICIANO,2607
ENTRE RIOS,MUNICIPALIDAD DE HASENKAMP,2193
ENTRE RIOS,MUNICIPALIDAD DE MARIA GRANDE,3059
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO GENERAL LAMADRID                                                     ,2566
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO POMPEYA SUR                                                          ,2579
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO PULGARCITO                                                           ,2581
ENTRE RIOS,MUNICIPALIDAD DE ROSARIO DEL TALA,2858
ENTRE RIOS,MUNICIPALIDAD DE NOGOYA,3045
ENTRE RIOS,MUNICIPALIDAD DE GUALEGUAY,2988
ENTRE RIOS,MUNICIPALIDAD DE GENERAL GALARZA,3046
ENTRE RIOS,MUNICIPALIDAD DE LARROQUE,2990
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO ALMIRANTE BROWN,2494
ENTRE RIOS,ORIENTACION PARA LA JOVEN,2079
ENTRE RIOS,PARROQUIA NUESTRA SEÑORA DEL CARMEN,2832
ENTRE RIOS,MUNICIPALIDAD DE LUCAS GONZALEZ,3001
ENTRE RIOS,MUNICIPALIDAD DE URDINARRAIN,3044
ENTRE RIOS,MUNICIPALIDAD DE SAN JAIME DE LA FRONTERA,3047
ENTRE RIOS,ASOCIACION AMIGOS BOMBEROS VOLUNTARIOS DE FEDERACION,2573
ENTRE RIOS,MUNICIPALIDAD DE BASAVILBASO,2995
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO SAN ISIDRO,2568
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO MARTIN FIERRO,2580
ENTRE RIOS,PARROQUIA INMACULADA CONCEPCION                                                                     ,2578
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO CARRETERA LA CRUZ. DIURNO,2572
ENTRE RIOS,MUNICIPALIDAD DE VILLA ELISA,3060
ENTRE RIOS,MUNICIPALIDAD DE CERRITO,2996
ENTRE RIOS,MUNICIPALIDAD DE SAN JOSE,3061
ENTRE RIOS,CLUB LEONES DE PARANA CENTRO,2120
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO JOSE HERNANDEZ,3304
ENTRE RIOS,CARITAS DIOCESANA CONCORDIA,2720
ENTRE RIOS,MUNICIPALIDAD DE LIBERTADOR SAN MARTIN,2333
ENTRE RIOS,PARROQUIA SAN FRANCISCO DE ASIS                                                                     ,2830
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO LAS COLINAS,2722
ENTRE RIOS,ASOCIACION CIVIL FORMAR,3853
ENTRE RIOS,CENTRO DE JUBILADOS Y PENSIONADOS NACIONALES Y PROVINCIALES BARRIO CORRALES,5413
ENTRE RIOS,VINCULOS,5717
ENTRE RIOS,ASOCIACION AMIGOS DE LA BANDA DE MUSICA INFANTO JUVENIL ENTRERRIANA,5612
ENTRE RIOS,ASOCIACION CIVIL ENTRERRIANA DE YOGA APLICADA,5708
ENTRE RIOS,MUNICIPALIDAD DE COLONIA AYUI,6193
ENTRE RIOS,MUNICIPALIDAD DE LA CRIOLLA,5873
ENTRE RIOS,MUNICIPIO DE ORO VERDE,5610
ENTRE RIOS,MUNICIPALIDAD DE LOS CONQUISTADORES,6202
ENTRE RIOS,ASOCIACION COMEDOR COMUNITARIO EL CHORRO,5929
ENTRE RIOS,HO.DI.MA. HOGAR PARA DISCAPACITADOS MENTALES ADULTOS,5875
ENTRE RIOS,MUNICIPALIDAD DE CHAJARI,6192
ENTRE RIOS,ASOCIACION PARA EL ESTUDIO DE LAS CIENCIAS ANTROPOLOGICAS Y NATURALES,6214
ENTRE RIOS,FUNDACION LUZ DE VIDA,6036
ENTRE RIOS,CARITAS ARQUIDIOCESANA DE PARANA,6184
ENTRE RIOS,MUNICIPALIDAD DE CONSCRIPTO BERNARDI,5868
ENTRE RIOS,JUNTA DE GOBIERNO DE IBICUY,7354
ENTRE RIOS,MUNICIPALIDAD DE UBAJAY,7293
ENTRE RIOS,MUNICIPALIDAD DE GOBERNADOR MANSILLA,6626
ENTRE RIOS,JUNTA DE FOMENTO CEIBAS,7332
ENTRE RIOS,JUNTA DE FOMENTO DE VILLA ARANGUREN,7231
ENTRE RIOS,JUNTA DE GOBIERNO DE COLONIA AVIGDOR,7604
ENTRE RIOS,ASOCIACION DE ENSEÑANZA GENERAL,6204
ENTRE RIOS,JUNTA DE GOBIERNO DE PUEBLO BRUGO,7158
ENTRE RIOS,PEQUEÑO HOGAR DE MENORES ADELMIRA P. DE SOLIMANO,6623
ENTRE RIOS,COOPERATIVA DE TRABAJO EX AERO CLUB LIMITADA,7164
ENTRE RIOS,CLUB ATLETICO PEÑAROL,7070
ENTRE RIOS,ASOCIACION CIVIL BARRILETES,7607
ENTRE RIOS,ASOCIACION TALENSE DE AYUDA AL DISCAPACITADO (A.T.A.D.I.),6701
ENTRE RIOS,COOPERATIVA DE TRABAJO CULTURAL DE LA BAJADA LIMITADA,7606
ENTRE RIOS,MUNICIPALIDAD DE GOBERNADOR MACIA,6624
ENTRE RIOS,COOPERATIVA DE TRABAJO LA JIRAFA AZUL LIMITADA,7093
ENTRE RIOS,ASOCIACION PARA REHABILITACION INTEGRAL DEL NIÑO DISMINUIDO MENTAL SURCO DE ESPERANZA,7850
ENTRE RIOS,FEDERACION ENTRERRIANA DE ENTIDADES MUTUALISTAS,6748
ENTRE RIOS,LIGA CONTRA EL SIDA CONCORDIA,7232
ENTRE RIOS,ASOCIACION DE BOMBEROS VOLUNTARIOS DE LARROQUE,7728
ENTRE RIOS,COOPERATIVA DE TRABAJO DIGNIDAD TALENSE LIMITADA,7188
ENTRE RIOS,FUNDACION POR EL CORAZON DE LOS NIÑOS,5609
ENTRE RIOS,ASOCIACION OLIMPICA ESPECIAL,5417
ENTRE RIOS,ASOCIACION PARA EL DESARROLLO DE CONCORDIA (ASODECO),7905
ENTRE RIOS,JUNTA DE GOBIERNO DE RINCON DE NOGOYA DEPARTAMENTO VICTORIA,7646
ENTRE RIOS,JUNTA DE FOMENTO DE CASEROS,7909
ENTRE RIOS,ASOCIACION CIVIL DESPIERTA GUALEGUAY,8159
ENTRE RIOS,BIBLIOTECA POPULAR FRANCISCO HERNANDEZ LOPEZ JORDAN,8234
ENTRE RIOS,BOMBEROS VOLUNTARIOS DE GUALEGUAY,8265
ENTRE RIOS,CLUB SOCIAL Y DEPORTIVO BLACK RIVER,8166
ENTRE RIOS,MUNICIPALIDAD DE COLON,8233
ENTRE RIOS,BIBLIOTECA Y COSTURERO COMUNITARIO LAURA VICUÑA,7208
ENTRE RIOS,FEDERACION ENTRERIANA DE NATACION,6129
ENTRE RIOS,COOPERATIVA DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE VILLA DOMINGUEZ LIMITADA,7165
ENTRE RIOS,ASOCIACION DE PADRES Y AMIGOS DE NIÑOS ADOLESCENTES AMINORADOS (APANA),5930
ENTRE RIOS,MUSICANTE CENTRO DE ACTIVIDADES Y EXPRESIONES CULTURALES,8235
ENTRE RIOS,ASOCIACION CICLISTA DE ENTRE RIOS,5624
ENTRE RIOS,CLUB FERROCARRIL DEL ESTE,9614
ENTRE RIOS,CONSORCIO DE GESTION PARA EL DESARROLLO LOCAL,10100
ENTRE RIOS,CLUB ATLETICO URQUIZA,10448
ENTRE RIOS,CLUB ATLETICO LIBERTAD,10447
ENTRE RIOS,CLUB ATLETICO EL PROGRESO,10446
ENTRE RIOS,CENTRO DE EDUCACION BAUTISTA EL BUEN PASTOR,10449
ENTRE RIOS,MUNICIPALIDAD DE SEGUI,5874
FORMOSA,FORJANDO ESPERANZAS,INACTIVO *
FORMOSA,QUE NO CAIGA LA FE,INACTIVO *
FORMOSA,FUNDACION AFECTOS,INACTIVO *
FORMOSA,CONSORCIO DE GESTION LOCAL,INACTIVO *
FORMOSA,ASOCIACION CIVIL ALGARROBO,INACTIVO *
FORMOSA,MUNICIPALIDAD DE LAGUNA YEMA,INACTIVO *
FORMOSA,MUNICIPALIDAD DE IBARRETA,INACTIVO *
FORMOSA,ASOCIACION CIVIL PAZ Y BIEN,INACTIVO *
FORMOSA,PODEMOS,INACTIVO *
FORMOSA,COMISION DE FOMENTO SUBTE PERIN,INACTIVO *
FORMOSA,ASOCIACION CIVIL FEMENINA MARIA DE LOS REMEDIOS ESCALADA DE SAN MARTIN,INACTIVO *
FORMOSA,DEFENSA INTERESES COMUNITARIOS,INACTIVO *
FORMOSA,MUNICIPALIDAD DE HERRADURA,INACTIVO *
FORMOSA,CENTRO DE ESTUDIOS EDUCACION PARA UNA COMUNIDAD ORGANIZADA E.C.O.,INACTIVO *
FORMOSA,GRUPOS COMUNITARIOS POR NUESTROS NIÑOS                                                              ,INACTIVO *
FORMOSA,MUNICIPALIDAD DE COMANDANTE FONTANA,INACTIVO *
FORMOSA,ASOCIACION CIVIL CARCOMA,INACTIVO *
FORMOSA,MUNICIPALIDAD DE MISION TACAAGLE,INACTIVO *
FORMOSA,MUNICIPALIDAD DE RIACHO HE HE,INACTIVO *
FORMOSA,MUNICIPALIDAD DE LAGUNA NAICK NECK,INACTIVO *
FORMOSA,MUNICIPALIDAD DE GENERAL MANUEL BELGRANO,INACTIVO *
FORMOSA,COMISION DE FOMENTO DE POZO DE MAZA,INACTIVO *
FORMOSA,COMISION DE FOMENTO DE COLONIA PASTORIL,INACTIVO *
FORMOSA,ASOCIACION CIVIL JUNTOS PODEMOS,INACTIVO *
FORMOSA,"FUNDACION GRAN CHACO, PCIA DE FORMOSA",1504
FORMOSA,FUNDACION MEDIADORES POR LA PAZ,2122
FORMOSA,ASOCIACION CIVIL SOLIDARIAS BO. SANTA MARIA,2088
FORMOSA,ASOCIACION CIVIL JESUS DE BELEN,2108
FORMOSA,ASOCIACION CIVIL MARIA DEL ROSARIO BOBADILLA,2114
FORMOSA,CARITAS PARROQUIA MARIA MADRE DE LA IGLESIA                                                         ,3109
FORMOSA,ASOC CIVIL 27 DE MARZO,2135
FORMOSA,DESPERTAR,2349
FORMOSA,FEDERACION DE ORGANIZACIONES COMUNITARIAS DE FORMOSA,2378
FORMOSA,INSTITUTO PROVINCIAL DE ACCION INTEGRAL PARA EL PEQUEÑO PRODUCTOR AGROPECUARIO (INSTITUTO PAIPPA),2423
FORMOSA,"UNIDAD, ESFUERZO Y TRABAJO",2351
FORMOSA,23 DE ABRIL,2137
FORMOSA,ASOCIACION CIVIL NOSOTROS,2123
FORMOSA,ASOCIACION CIVIL LUCERITO,2132
FORMOSA,MUNICIPALIDAD DE CLORINDA,4200
FORMOSA,TIEMPO DE LUCHA AMOR Y FE,3591
FORMOSA,CENTRO DE MUJERES CLORINDENSES,3595
