provincia,organizacion,nro_identificacion
SANTA FE,MUNICIPALIDAD DE AVELLANEDA - SANTA FE,1967
SANTA FE,MUNICIPALIDAD DE SAN ANTONIO DE OBLIGADO,1984
SANTA FE,FUNDACION NUEVA VIDA,2065
SANTA FE,COMUNA LA GALLARETA,1958
SANTA FE,COMUNA DE VILLA GUILLERMINA,1989
SANTA FE,MUNICIPALIDAD DE PUERTO GENERAL SAN MARTIN,2131
SANTA FE,MUNICIPALIDAD DE SAN CARLOS CENTRO,2724
SANTA FE,COOPERATIVA DE TRABAJO GENERACION SOLIDARIA LIMITADA,2605
SANTA FE,MUNICIPALIDAD DE FIRMAT,2765
SANTA FE,COMUNA DE EL ORTONDO,2781
SANTA FE,INSTITUTO DE CULTURA POPULAR - IN.CU.PO,1983
SANTA FE,MUNICIPALIDAD DE BOUQUET,2749
SANTA FE,MUNICIPALIDAD DE CAYASTA,2776
SANTA FE,MUNICIPALIDAD DE FLORENCIA,2725
SANTA FE,MUNICIPALIDAD DE VILLA OCAMPO,2066
SANTA FE,MUNICIPALIDAD DE AROCENA,2242
SANTA FE,MUNICIPALIDAD DE BARRANCAS - SANTA FE,2393
SANTA FE,COMUNA DE SAN VICENTE - SANTA FE,2388
SANTA FE,MUNICIPALIDAD DE LAS BANDURRIAS,2758
SANTA FE,COMUNA DE TORTUGAS,2731
SANTA FE,COMUNA DE CHABAS,2823
SANTA FE,ASOCIACION DE PROTECCION A LA INFANCIA - A.PR.IN.                                                   ,1737
SANTA FE,COMUNA SAN GUILLERMO,2734
SANTA FE,MUNICIPALIDAD DE ARROYO SECO,2780
SANTA FE,MUNICIPALIDAD DE BIGAND,2782
SANTA FE,MUNICIPALIDAD DE TEODELINA,2763
SANTA FE,MUNICIPALIDAD DE FUENTES,2408
SANTA FE,COMUNA DE LLAMBI CAMPBELL,2654
SANTA FE,MUNICIPALIDAD DE BERNARDO DE IRIGOYEN - SANTA FE,2387
SANTA FE,COMUNA DE CLUCELLAS,3036
SANTA FE,MUNICIPALIDAD DE MONTES DE OCA,2657
SANTA FE,MUNICIPALIDAD DE MARIA SUSANA,2747
SANTA FE,MUNICIPALIDAD DE JUAN BERNABE MOLINA,2753
SANTA FE,CENTRO DE JUBILADOS Y PENSIONADOS INTENDENTE ANDREU                                                 ,2547
SANTA FE,MUNICIPALIDAD DE LAS ROSAS,2748
SANTA FE,MUNICIPALIDAD DE LAS PAREJAS,2850
SANTA FE,MUNICIPALIDAD DE CAÑADA ROSQUIN,2751
SANTA FE,MUNICIPALIDAD DE CORONEL BOGADO,2755
SANTA FE,MUNICIPALIDAD DE ZAVALLA,2756
SANTA FE,MUNICIPALIDAD DE CAÑADA DE GOMEZ,2746
SANTA FE,MUNICIPALIDAD DE SANTA ROSA - SANTA FE,2650
SANTA FE,MUNICIPALIDAD DE SALADERO MARIANO CABAL,2651
SANTA FE,MUNICIPALIDAD DE BERABEVU,2660
SANTA FE,MUNICIPALIDAD DE RECREO - SANTA FE,2653
SANTA FE,MUNICIPALIDAD DE GESSLER,2658
SANTA FE,MUNICIPALIDAD DE ARROYO LEYES,2655
SANTA FE,MUNICIPALIDAD DE CASALEGNO,2006
SANTA FE,MUNICIPALIDAD DE TOSTADO,2839
SANTA FE,MUNICIPALIDAD DE VILLA GOBERNADOR GALVEZ,2843
SANTA FE,MUNICIPALIDAD DE CERES,3071
SANTA FE,MUNICIPALIDAD DE AMENABAR,2858
SANTA FE,MUNICIPALIDAD DE VILLA CONSTITUCION,2860
SANTA FE,MUNICIPALIDAD DE MURPHY,2769
SANTA FE,MUNICIPALIDAD DE CARCARAÑA,2003
SANTA FE,ASOCIACION VECINAL CABAÑA LEIVA,3227
SANTA FE,CENTRO DE ACCION DE MOVIMIENTOS COMUNITARIOS,3229
SANTA FE,MUNICIPALIDAD DE VERA,1741
SANTA FE,COMUNA DE CARLOS PELLEGRINI,2842
SANTA FE,COMUNA DE ALCORTA,2847
SANTA FE,COMUNA DE CARRERAS,2729
SANTA FE,COMUNA DE VILLADA,2824
SANTA FE,COMUNA DE MAXIMO PAZ,2821
SANTA FE,COMUNA DE PAVON ARRIBA,2775
SANTA FE,COMUNA DE GODOY,2754
SANTA FE,MUNICIPALIDAD DE EL TREBOL,2727
SANTA FE,COMUNA DE MONTE VERA,2728
SANTA FE,COMUNA DE SAN CARLOS NORTE,2730
SANTA FE,COMUNA DE BUSTINZA,2744
SANTA FE,COMUNA DE COLONIA MASCIAS,3090
SANTA FE,COMUNA DE PIAMONTE,2759
SANTA FE,COMUNA DE SARGENTO CABRAL,2760
SANTA FE,COMUNA DE VANGUARDIA,2816
SANTA FE,COMUNA DE ACEBAL,2817
SANTA FE,COMUNA DE SERODINO,2693
SANTA FE,MUNICIPALIDAD DE LAGUNA PAIVA,2757
SANTA FE,COMUNA DE VILLA ELOISA,2825
SANTA FE,COMUNA DE FIGHIERA,2819
SANTA FE,COMUNA DE CLUCELLAS,3036
SANTA FE,COMUNA DE CAMPO ANDINO,3091
SANTA FE,COMUNA DE GUADALUPE NORTE,1761
SANTA FE,COMUNA DE MARIA TERESA,2766
SANTA FE,COMUNA DE AREQUITO,2733
SANTA FE,COMUNA DE MAGGIOLO,2851
SANTA FE,COMUNA DE SAN JERONIMO DEL SAUCE,3250
SANTA FE,COMUNA DE VILLA MUGUETA,2214
SANTA FE,MUNICIPALIDAD DE CORONDA,2383
SANTA FE,MUNICIPALIDAD DE SANTA FE,1660
SANTA FE,MUNICIPALIDAD DE SAN LORENZO,1832
SANTA FE,MUNICIPALIDAD DE RECONQUISTA,1836
SANTA FE,FEDERACION DE SINDICATOS DE TRABAJADORES MUNICIPALES DE LA PROVINCIA DE SANTA FE,1770
SANTA FE,FUNDACION NACIONAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO,2063
SANTA FE,COMUNA DE PAVON,2820
SANTA FE,FUNDACION NUEVOS SURCOS,1916
SANTA FE,MUNICIPALIDAD DE GRANADERO BAIGORRIA,2917
SANTA FE,CARITAS PARROQUIAL CRISTO OBRERO,1882
SANTA FE,CENTRO DE INTEGRACION LIBRE Y SOLIDARIO DE ARGENTINA (C.I.L.S.A),1738
SANTA FE,MUNICIPALIDAD DE VILLA CAÑAS,2836
SANTA FE,PARROQUIA SAN ENRIQUE,2732
SANTA FE,COOPERATIVA DE TRABAJO HERRAMIENTAS UNION LIMITADA,4198
SANTA FE,CLUB ATLETICO Y DEPORTIVO ARROYO LEYES,5096
SANTA FE,ASOCIACION CULTURAL AMIGOS DE CANTO LIBRE,5120
SANTA FE,ASOCIACION EVANGELICA FILADELFIA,5062
SANTA FE,ASOCIACION CIVIL GENESIS,5084
SANTA FE,ASOCIACION CIVIL UN FUTURO POR LOS NIÑOS,5069
SANTA FE,CENTRO DE ACCION DE MOVIMIENTOS COMUNITARIOS (C.A.M.C.O.),3229
SANTA FE,ASOCIACION CIENTIFICA ARGENTINA DE AYUDA AL DROGADEPENDIENTE (A.C.A.A.D.),5666
SANTA FE,ASAMBLEA CRISTIANA,5112
SANTA FE,ASOCIACION ARGENTINA DE CULTURA INGLESA DE SANTA FE,5091
SANTA FE,CENTRO DE ACCION COMUNITARIA (CENACO) SAN MARCOS DE LEON,5496
SANTA FE,CENTRO DE ESTUDIOS HISPANOAMERICANOS,5077
SANTA FE,ASOCIACION CIVIL CASA DE FRANCISCO,5619
SANTA FE,ASOCIACION CIVIL CENTRO COMUNITARIO TAURUS,5571
SANTA FE,COMUNA DE ARROYO CEIBAL,4817
SANTA FE,ALAS CENTRO DE ATENCION AL DISCAPACITADO,5616
SANTA FE,COMUNA DE LA PELADA,5310
SANTA FE,COMUNA DE GARIBALDI,5313
SANTA FE,CENTRO DE APOYO AL DISCAPACITADO (C.A.D.I.),1745
SANTA FE,FUNDACION DERECHO SOCIAL,5572
SANTA FE,FUNDACION DEL GRAN ROSARIO,6058
SANTA FE,COMUNA DE LAS PALMERAS,5346
SANTA FE,COMUNA DE ALVAREZ,5285
SANTA FE,COMUNA DE COLONIA HUGENTOBLER,5311
SANTA FE,COMUNA DE PRESIDENTE ROCA,6039
SANTA FE,COMUNA DE PUEBLO MUÑOZ,6126
SANTA FE,ASOCIACION MUTUAL DE VENADO TUERTO,5909
SANTA FE,ASOCIACION MUTUAL DE SERVICIOS ASISTENCIALES Y FUNERARIOS (ASISTENCIAL SIGLO XXI),5426
SANTA FE,MI LUGAR CENTRO EDUCATIVO TERAPEUTICO PARA NIÑOS Y JOVENES MULTI IMPEDIDOS ASOCIACION CIVIL,5911
SANTA FE,EL RAYO MISTERIOSO GRUPO LABORATORIO DE TEATRO,6041
SANTA FE,ASOCIACION AMIGOS DE LA BIBLIOTECA PEDAGOGICA EUDORO DIAZ,5489
SANTA FE,COMUNA DE GREGORIA PEREZ DE DENIS,5368
SANTA FE,COMUNA DE JOSEFINA,5633
SANTA FE,SERVICIO EDUCACION POPULAR,5296
SANTA FE,COMUNA DE CORUPAITY,5287
SANTA FE,FUNDACION FRATERNITAS,5425
SANTA FE,ASOCIACION 1 DE MAYO,5494
SANTA FE,HOGAR DE PROTECCION AL MENOR (HO.PRO.ME),5481
SANTA FE,FUNDACION ACCENTUS,5883
SANTA FE,ASOCIACION CIVIL IDENTIDAD,6038
SANTA FE,COMUNA DE LAZZARINO,6032
SANTA FE,COMUNA DE CHRISTOPHERSEN,5881
SANTA FE,COMUNA DE CARMEN DEL SAUCE,6434
SANTA FE,COMISION COMUNAL DE AARON CASTELLANOS,6030
SANTA FE,CENTRO DE APOYO AL ENFERMO DE LEUCEMIA (CENAELE),5632
SANTA FE,FUNDACION VIVERO ROSARIO,6533
SANTA FE,ASOCIACION MUTUAL DE TRABAJADORES MUNICIPALES DE ROSARIO,5961
SANTA FE,ASOCIACION CIVIL CONSTRUIR,6532
SANTA FE,COMUNA DE JUNCAL,5935
SANTA FE,COMUNA DE PIÑERO,6024
SANTA FE,COMUNA DE LAS PETACAS,5945
SANTA FE,COMUNA DE BOMBAL,6577
SANTA FE,MUTUAL DE LA ASOCIACION DE DOCENTES DE CAPACITACION LABORAL PARA ADULTOS (M.A.DO.C.L.A.),6562
SANTA FE,IGLESIA PRESBITERIANA ARGENTINA CRISTO EL REY,6563
SANTA FE,MUTUAL GENERAL LOPEZ DE VENADO TUERTO,5948
SANTA FE,"CENTRO DE EDUCACION, COMUNICACION Y BIBLIOTECA POPULAR, ASOCIACION CIVIL",6581
SANTA FE,ASOCIACION CIVIL UNA NUEVA ESPERANZA,6576
SANTA FE,BIBLIOTECA POPULAR LUIS LANDRISCINA,6530
SANTA FE,COMUNA DE ARMINDA,6592
SANTA FE,COMUNA DE COLONIA ALDAO,5370
SANTA FE,UNION DE JUBILADOS Y PENSIONADOS PROVINCIALES,6486
SANTA FE,COMUNA DE PROVIDENCIA,6029
SANTA FE,COMUNA DE COLONIA ANA,6510
SANTA FE,COMUNA DE GENERAL GERLY,6589
SANTA FE,COMUNA DE MAUA,5369
SANTA FE,COMUNA DE INGENIERO CHANOURDIE,6123
SANTA FE,COMISION DE FOMENTO DE CAPIVARA,6059
SANTA FE,COMUNA DE LANTERI,6028
SANTA FE,COMUNA DE INTIYACO,6031
SANTA FE,COMUNA DE RAMAYON,6019
SANTA FE,COMUNA DE HERSILIA,6022
SANTA FE,COMUNA DE CORONEL DOMINGUEZ,6590
SANTA FE,ASOCIACION MUTUAL DESARROLLO REGIONAL,5957
SANTA FE,ASOCIACION E DIRECTORES DE COROS DE LA PROVINCIA DE SANTA FE,5936
SANTA FE,COMUNA DE HUGHES,6594
SANTA FE,COMUNA DE MIGUEL TORRES,6575
SANTA FE,COMUNA DE CASTELLANOS,5371
SANTA FE,ASOCIACION CIVIL IMAGINAR,6583
SANTA FE,FUNDACION ZOE CENTRO DE DIA,6406
SANTA FE,ASOCIACION CENTRO DE JUBILADOS Y PENSIONADOS NACIONALES DE MAXIMO PAZ,6528
SANTA FE,COMUNA DE EL SOMBRERITO,6606
SANTA FE,ASOCIACION DE JUBILADOS Y PENSIONADOS DE CORREOS Y TELEGRAFOS SANTA FE DE LA VERA CRUZ,5108
SANTA FE,COMUNA DE EMILIA,5075
SANTA FE,ASOCIACION CIVIL TEMPLO EVANGELICO ASAMBLEA DE DIOS RESTAURACION MISION AHORA,6372
SANTA FE,O.F.E.S. ORGANIZACION FAMILIARES ENFRENTANDO AL S.I.D.A.),6147
SANTA FE,CLUB ATLETICO FERROCARRIL DEL ESTADO,6438
SANTA FE,FUNDACION PROVIDENCIA DIVINA,6508
SANTA FE,CONFEDERACION ARGENTINA DE ATLETISMO,6370
SANTA FE,COMUNA DE TACUARENDI,6023
SANTA FE,COMUNA DE URANGA,6027
SANTA FE,COMUNA DE CAÑADA RICA,6566
SANTA FE,COMUNA DE CARMEN,6584
SANTA FE,ASOCIACION CIVIL PARQUE INDUSTRIAL SAUCE VIEJO,4757
SANTA FE,ASOCIACION SANTAFESINA NUEVA CULTURA,5107
SANTA FE,ASOCIACION APOYO LABORAL PARA PERSONAS ESPECIALES (A.D.A.L.P.E.),5106
SANTA FE,COMUNA DE SAN FRANCISCO,6509
SANTA FE,COMUNA DE MARCELINO ESCALADA,6579
SANTA FE,ASOCIACION CIVIL MEJORES CONDICIONES DE VIDA PARA TODOS,6371
SANTA FE,COMUNA DE FORTIN OLMOS,6595
SANTA FE,ACCION EDUCATIVA SANTA FE,5963
SANTA FE,LIGA DE CONSUMIDORES,5938
SANTA FE,COMUNA DE MOISES VILLE,6117
SANTA FE,COMUNA DE ALBARELLOS,5913
SANTA FE,CENTRO COMUNITARIO 17 DE OCTUBRE,6360
SANTA FE,COMUNA DE LA PENCA Y CARAGUATA,6564
SANTA FE,COMUNA DE CRISPI,6433
SANTA FE,UNION VECINAL AZCUENAGA,5947
SANTA FE,CAMARA DE LAS MUJERES PYMES DE LA PROVINCIA DE SANTA FE,6607
SANTA FE,FUNDACION EPYCA EQUIPO DE PRODUCCION Y CONSTRUCCION ALTERNATIVA,5279
SANTA FE,BIBLIOTECA POPULAR MARIANO MORENO,6580
SANTA FE,COOPERATIVA DE TRABAJO LA CABAÑA LIMITADA,6373
SANTA FE,BIBLIOTECA POPULAR POCHO LEPRATTI,6457
SANTA FE,COMUNA DE LAS GARZAS,5910
SANTA FE,CENTRO DE JUBILADOS Y PENSIONADOS VILLA GUILLERMINA,5962
SANTA FE,ASOCIACION MUTUAL DE AYUDA AL PROJIMO CASA LUXEMBURGO,6422
SANTA FE,COMUNA DE CAÑADA DEL UCLE,5358
SANTA FE,ASOCIACION CIVIL CENTRO DE ESTUDIOS SOCIALES Y ACCION COMUNITARIA,6525
SANTA FE,COMUNA DE RAMONA,6966
SANTA FE,COLEGIO DE ASISTENTES SOCIALES 1RA CIRCUNSCRIPCION,6939
SANTA FE,COMUNA DE MARIA LUISA,6931
SANTA FE,ASOCIACION EDUCATIVA JOAN MIRO,6938
SANTA FE,COMUNA DE EGUSQUIZA,6334
SANTA FE,COMUNA DE LA CAMILA,6512
SANTA FE,COMUNA DE IBARLUCEA,7356
SANTA FE,COOPERATIVA DE TRABAJO POSTA DE SAN MARTIN LIMITADA,6390
SANTA FE,ASOCIACION DE BOMBEROS VOLUNTARIOS MALABRIGO,6560
SANTA FE,COMUNA DE FELICIA,6837
SANTA FE,"ASOCIACION COOPERADORA DE LA UNIVERSIDAD NACIONAL DE ROSARIO EXTENSION AULICA CASILDA ""CASILDA XXII""",6794
SANTA FE,COMUNA DE BAUER Y SIGEL,6868
SANTA FE,FUNDACION DON PEDRO HOGAR DE ANCIANOS RECONQUISTA,6801
SANTA FE,FUNDACION MALABRIGO,6890
SANTA FE,COMUNA DE BELLA ITALIA  ,7017
SANTA FE,COMUNA DE CANDIOTI  ,6932
SANTA FE,COMUNA DE LA CHISPA ,6963
SANTA FE,COMUNA DE LEHMANN ,6997
SANTA FE,FUNDACION ROBLES Y ROBLES,7453
SANTA FE,ASOCIACION VECINAL IBARLUCEA NATURAL,7058
SANTA FE,INSTITUTO DE ENSEÑANZA SECUNDARIA Y AGRO TECNICA DE ATALIVIA,7391
SANTA FE,ALBERGUE PARA ANCIANOS DE FELICIA,6810
SANTA FE,COMUNA DE COLONIA BOSSI,7434
SANTA FE,RESIDENCIA DE ANCIANOS NUESTRA SEÑORA DE LOS MILAGROS,6859
SANTA FE,ARNOLD FUTBOL CLUB,7848
SANTA FE,COMISION DE FOMENTO DE ATALIVIA,7378
SANTA FE,FUNDACION PROGRESAR,6513
SANTA FE,ASOCIACION VECINAL ZONA OESTE DE ESPERANZA,7671
SANTA FE,COMUNA DE RAQUEL,6838
SANTA FE,MUNICIPALIDAD DE MALABRIGO,6574
SANTA FE,ASOCIACION ARGENTINA DE ESTUDIO E INVESTIGACION EN PSICODIAGNOSTICO (ADEIP),7380
SANTA FE,COMUNA DE COLONIA ESTHER,7483
SANTA FE,COMUNA DE SAN BERNARDO,7487
SANTA FE,ASOCIACION NAZARETH,7643
SANTA FE,COMISION DE FOMENTO DE CAVOUR,7626
SANTA FE,COMUNA DE SAN AGUSTIN,7965
SANTA FE,COMUNA DE GENERAL LAGOS,7545
SANTA FE,COMUNA DE COLONIA CELLO,7539
SANTA FE,COMUNA DE ELISA,7512
SANTA FE,ASOCIACION COOPERADORA DE LA ESCUELA DE EDUCACION ESPECIAL PARA FORMACION LABORAL Nº 2112,7480
SANTA FE,COMUNA DE COLONIA DOLORES,6813
SANTA FE,ASOCIACION DE BOMBEROS VOLUNTARIOS DE LAS TOSCAS,7647
SANTA FE,CENTRO DE ENCUENTRO Y TRABAJO PARA PERSONAS DIFERENTES (CET),6935
SANTA FE,COMUNA DE POZO BORRADO,6933
SANTA FE,COMUNA DE JUAN DE GARAY,7962
SANTA FE,MUNICIPALIDAD DE FUNES,7669
SANTA FE,COMUNA DE COLONIA MARGARITA,7502
SANTA FE,COMUNA DE PUEBLO ANDINO,6840
SANTA FE,COMUNA DE SAN CARLOS SUD,6929
SANTA FE,COMUNA DE GRUTLY,7491
SANTA FE,BIBLIOTECA POPULAR DOMINGO F. SARMIENTO,7509
SANTA FE,COMUNA DE PEDRO GOMEZ CELLO,7020
SANTA FE,COMUNA DE CASTELAR,7667
SANTA FE,COMUNA DE CLASON,6978
SANTA FE,ASOCIACION MUTUAL DE ASOCIADOS Y ADHERENTES DEL CLUB ATLETICO ALMA JUNIOR,6456
SANTA FE,COMUNA DE CEPEDA,6511
SANTA FE,COMUNA DE ALVEAR,6930
SANTA FE,COMUNA DE ESTEBAN RAMS,6979
SANTA FE,ASOCIACION CIVIL CASAL DE CATALUNYA DE SANTA FE,6927
SANTA FE,COMUNA DE CAFFERATA,6965
SANTA FE,COMUNA DE AGUARA GRANDE,7915
SANTA FE,COMUNA DE SAN ANTONIO,6842
SANTA FE,ASOCIACION DE BOMBEROS VOLUNTARIOS DE VILLA OCAMPO,7366
SANTA FE,ESPERANZA COOPERATIVA DE TRABAJO DE DISCAPACITADOS MENTALES LIMITADA,7026
SANTA FE,AEROCLUB CIUDAD DE RAFAELA ESCUELA DE VUELO COMODORO A. ROBERT ASOCIACION CIVIL,6807
SANTA FE,COMUNA DE ITUZAINGO,7531
SANTA FE,MUNICIPALIDAD DE ROLDAN,7484
SANTA FE,CENTRO DE JUBILADOS Y PENSIONADOS NACIONALES DE LAS PALMERAS,7454
SANTA FE,ASOCIACION BOMBEROS VOLUNTARIOS DE HUMBOLDT,7674
SANTA FE,COMUNA DE MATILDE,6839
SANTA FE,COMUNA DE SANCTI SPIRITU,7373
SANTA FE,INSTITUTO DE EDUCACION MUSICAL DE ROSARIO,5566
SANTA FE,ASOCIACION BOMBEROS VOLUNTARIOS DE VENADO TUERTO,5937
SANTA FE,COMUNA DE GARABATO,7022
SANTA FE,CENTRO DE JUBILADOS Y PENSIONADOS NACIONALES PIRANE,7931
SANTA FE,ASOCIACION CIVIL PADRES POR LA IGUALDAD ROSARIO,6811
SANTA FE,COMUNA DE HUMBOLDT,7670
SANTA FE,COMUNA DE MONTE OSCURIDAD,7311
SANTA FE,COMUNA DE PALACIOS,7417
SANTA FE,COMUNA DE CORONEL FRAGA,7355
SANTA FE,ASOCIACION COOPERADORA DE LA ESCUELA NRO 374 DOMINGO FAUSTINO SARMIENTO,7927
SANTA FE,MUNICIPALIDAD DE SAN GENARO,6909
SANTA FE,ASOCIACION LA LUCHA CONTRA LA PARALISIS INFANTIL (A.L.P.I),5085
SANTA FE,COMUNA DE LA SARITA,6962
SANTA FE,ASOCIACION AMIGOS DEL ABORIGEN,6815
SANTA FE,ASOCIACION CIVIL SINDROME DE DOWN SUR DE SANTA FE (A.D.O.S.S.),7548
SANTA FE,COMUNA DE LUCIO V. LOPEZ,6900
SANTA FE,ASCIACION BOMBEROS VOLUNTARIOS GUARDIA DE LA ESQUINA,7392
SANTA FE,ASOCIACION CIVIL CIELOS ABIERTOS,5095
SANTA FE,COMUNA DE CONSTANZA,6928
SANTA FE,BIBLIOTECA POPULAR ESTANISLAO ZEBALLOS,7437
SANTA FE,COOPERATIVA DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE SALTO GRANDE LIMITADA,6846
SANTA FE,ASOCIACION BOMBEROS VOLUNTARIOS DE PILAR ,6870
SANTA FE,CLUB SPORTIVO SANTA CLARA,7496
SANTA FE,COMISION DE FOMENTO COLONIA RIVADAVIA,7489
SANTA FE,ASOCIACION EX ALUMNOS DE LA ESCUELA PRIMARIA Nº 277 Y BIBLIOTECA POPULAR BARTOLOME MITRE,7598
SANTA FE,ASOCIACION DE AMIGOS DEL CENTRO CULTURAL PROVINCIAL Y PATIO CULTURAL CATEDRAL NUEVA (A.C.C.P.),7307
SANTA FE,AERO CLUB CAÑADA DE GOMEZ,7666
SANTA FE,COMUNA DE LANDETA,7668
SANTA FE,ASOCIACION CIVIL SOMOS ANDANDO,7537
SANTA FE,CLUB DE LEONES DE CORONDA,7676
SANTA FE,COMUNA DE ROSAS Y LA LEGUA,7331
SANTA FE,ASOCIACION DE BOMBEROS VOLUNTARIOS DE CENTENO,7571
SANTA FE,COMUNA DE CABAL,6951
SANTA FE,ASOCIACION CERESINA DE EMPRESARIOS (ACE),7890
SANTA FE,ASOCIACION CIVIL RED GERONTOLOGICAREGIONAL SAN LORENZO,7455
SANTA FE,ASOCIACION BOMBEROS VOLUNTARIOS DE AMSTRONG,7382
SANTA FE,COMUNA DE EMPALME SAN CARLOS,6860
SANTA FE,APOYO A LA MADRE SOLA,7306
SANTA FE,HOGAR DE ANCIANOS SANTA CLARA,7672
SANTA FE,ASOCIACION BOMBEROS VOLUNTARIOS DE MARIA TERESA,6588
SANTA FE,FUNDACION TDOS LOS CHICOS,7436
SANTA FE,COMUNA DE LUIS PALACIOS,7358
SANTA FE,COMUNA DE NELSON,7530
SANTA FE,ALIANZA FRANCESA DE ROSARIO,7524
SANTA FE,COMUNA DE PROGRESO,7532
SANTA FE,ASOCIACION DE BOMBEROS VOLUNTARIOS DE CARRERAS,7533
SANTA FE,ASOCIACION DE BOMBEROS VOLUNTARIOS DE RUFINO,5668
SANTA FE,ASOCIACION CIVIL MOVIMIENTO DE REIVINDICACION DEL HOMBRE BOXEADOR SANTAFESINO,5280
SANTA FE,FUNDACION RENACER,7381
SANTA FE,ASOCIACION CIVIL DE AYUDA A DISCAPACITADOS HUMBERTO 1º,7482
SANTA FE,DEPORTIVO FUTBOL CLUB VIRGINIA,6897
SANTA FE,ASOCIACION CIVIL CAMPUS EDUCATIVO CORONDA,6816
SANTA FE,ASOCIACION COOPERADORA DE LA ESCUELA DE ENSEÑANZA MEDIA Nº 214 MARIANO MORENO,8169
SANTA FE,COMUNA DE EUSTOLIA,7372
SANTA FE,JUNTOS,7517
SANTA FE,ASOCIACION COOPERADORA DE LA ESCUELA FISCAL Nº 498 BERNARDINO RIVADAVIA,5958
SANTA FE,ASOCIACION DE LUCHA CONTRA EL CANCER DE VILLA CONSTITUCION,8069
SANTA FE,ASOCIACION COOPERADORA DEL HOGAR DE ANCIANOS EL TAJAMAR,7630
SANTA FE,ASOCIACION CIVIL CASA DEL NIÑO: CRECIENDO EN FAMILIA,7538
SANTA FE,ASOCIACION PAZ Y ESPERANZA DE GUADALUPE (A.P.E.G.),5659
SANTA FE,BIBLIOTECA POPULAR MERCEDES DE LONGHI,7888
SANTA FE,AGENCIA DE DESARROLLO REGION ROSARIO,8578
SANTA FE,COMUNA DE ALDAO,7357
SANTA FE,AERO CLUB VENADO TUERTO,7543
SANTA FE,ASOCIACION CIVIL CREAR COMUNIDAD,7309
SANTA FE,ASOCIACION COOPERADORA DE LA ESCUELA Nº 514 DOMINGO FAUSTINO SARMIENTO,8611
SANTA FE,CENTRO DE JUBILADOS Y PENSIONADOS 2 DE SEPTIEMBRE B. GALOTTO,7368
SANTA FE,AGRUPACION ANDALUZA DE ROSARIO,7527
SANTA FE,CLUB BANCO PROVINCIAL SANTA FE,8083
SANTA FE,UNION VECINAL BARRIO BOUCHARD,7498
SANTA FE,BIBLIOTECA POPULAR MARIANO MORENO DE CORONEL BOGADO,7535
SANTA FE,COOPERATIVA DE TRABAJO MUJERES SOLIDARIAS LIMITADA,7364
SANTA FE,SOCIEDAD CLUB DEPORTIVO LIBERTAD,7308
